,bar_count,battery_level,bench_count,bike_score,bus_count,captive,city,clds,code,elevation,housing_units,id,land_area_in_sqmi,latitude,longitude,nest_id,park_count,parking_count,point,pop_density,population,precip,radius_in_miles,states,supermarket_count_1000m,temp,timestamp,uv_index,walk_score,water_area_in_sqmi,weekday,wspd,zip_code
0,6,62,1,92,1,False,Austin,CLR,,148.83595280000003,5036.0,9bc59eaa-5402-4238-b1c9-98e19f805bbf,1.63,30.267094,-97.743162,,12,2,"(30.267094, -97.743162)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
1,6,56,1,92,1,False,Austin,CLR,,148.8536072,5036.0,13fca945-f13d-46d1-a97e-1b9f2fa248af,1.63,30.26715167,-97.74321,,12,2,"(30.26715167, -97.74320999999999)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
2,6,81,1,92,1,False,Austin,CLR,,148.8628082,5036.0,36e6c3de-d09f-456f-b0d5-0bc198046bfc,1.63,30.26699333,-97.74313333,,12,2,"(30.26699333, -97.74313333)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,97,0.1,0,,78701
3,6,91,1,92,1,False,Austin,CLR,,149.4749298,5036.0,c5d3ea8c-3a83-4e72-946d-0ff76b4f9ad9,1.63,30.26725833,-97.74331667,,12,2,"(30.26725833, -97.74331667)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
4,7,35,1,92,1,False,Austin,CLR,,151.9737091,5036.0,e28b7f2e-dae8-4d43-998e-c16d722ed38a,1.63,30.267405,-97.743035,,12,2,"(30.267405, -97.74303499999999)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,97,0.1,0,,78701
5,7,78,1,92,1,False,Austin,CLR,,152.10133359999998,5036.0,c4363aa4-48c6-4375-a2da-88fff667ef2c,1.63,30.26743333,-97.743095,,12,2,"(30.26743333, -97.743095)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,97,0.1,0,,78701
6,6,64,1,92,1,False,Austin,CLR,,151.0591583,5036.0,704deb7e-3ad1-494b-84ce-cdc4e53f2cb2,1.63,30.26740333,-97.743225,,12,2,"(30.26740333, -97.743225)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
7,6,62,1,92,1,False,Austin,CLR,,151.10870359999996,5036.0,3c0b8b32-393b-4f87-b3f3-f72cf76b7609,1.63,30.26741333,-97.743225,,12,2,"(30.26741333, -97.743225)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
8,7,66,1,92,1,False,Austin,CLR,,149.02610780000003,5036.0,4ea0af39-e8c9-422b-adb0-8649b61f94b6,1.63,30.26683,-97.74302667,,12,1,"(30.26683, -97.74302667)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,97,0.1,0,,78701
9,5,71,1,92,1,False,Austin,CLR,,150.0968018,5036.0,66c88cee-bbea-4b48-a7cd-6cc49e98f1eb,1.63,30.267377000000003,-97.743577,,12,3,"(30.267377000000003, -97.743577)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
10,4,55,1,92,1,False,Austin,CLR,,152.3644714,5036.0,8e4c2542-dce2-4f16-be68-326b6ff990ed,1.63,30.26766,-97.74289,,12,1,"(30.26766, -97.74289)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,97,0.1,0,,78701
11,5,90,1,92,1,False,Austin,CLR,,150.5103455,5036.0,2a467c2e-af1e-4ce4-9208-813d6e9d1491,1.63,30.26689167,-97.74249333,,11,1,"(30.26689167, -97.74249333)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,97,0.1,0,,78701
12,6,88,1,92,1,False,Austin,CLR,,148.5820313,5036.0,8e3eab66-65c4-4c74-8998-a914b2ed0a05,1.63,30.266597,-97.742985,,12,2,"(30.266596999999997, -97.742985)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,97,0.1,0,,78701
13,4,82,1,92,1,False,Austin,CLR,,151.6143646,5036.0,02f15f7d-9717-4b06-b9d6-3bd5fdfb73f4,1.63,30.26771,-97.74295833,,12,1,"(30.267709999999997, -97.74295833)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,97,0.1,0,,78701
14,6,85,1,92,1,False,Austin,CLR,,148.22229,5036.0,6c2bbb3d-cd5e-44a1-b10f-165fb09b288f,1.63,30.266469,-97.742895,,13,3,"(30.266469, -97.74289499999999)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,97,0.1,0,,78701
15,2,70,0,92,1,False,Austin,CLR,,149.6429749,5036.0,6db949a8-9bcb-4b24-846b-4e8e1f626d2b,1.63,30.26683833,-97.742325,,11,1,"(30.26683833, -97.742325)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,97,0.1,0,,78701
16,5,65,1,92,1,False,Austin,CLR,,149.2720184,5036.0,017a5595-ce2d-4247-9e57-06e21c10d3ca,1.63,30.266681,-97.743684,,12,3,"(30.266681, -97.743684)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
17,3,73,1,92,1,False,Austin,CLR,,151.14051819999997,5036.0,866576ad-8956-4aca-b40d-bc1195e768e4,1.63,30.26786400000001,-97.742943,,12,1,"(30.26786400000001, -97.74294300000001)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,98,0.1,0,,78701
18,3,49,1,92,1,False,Austin,CLR,,152.169754,5036.0,43230f3e-69c5-4dba-b0ad-2a5c30e8f7c2,1.63,30.26782167,-97.74260667,,11,1,"(30.26782167, -97.74260667)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,98,0.1,0,,78701
19,6,72,1,92,1,False,Austin,CLR,,150.37042240000005,5036.0,7281ec67-0951-40b5-b42f-cd3b1cb28014,1.63,30.26674833,-97.74387333,,12,2,"(30.26674833, -97.74387333)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
20,5,46,1,92,1,False,Austin,CLR,,148.4554291,5036.0,9e894181-4e68-4d71-af0a-db34ec935828,1.63,30.26642167,-97.74349167,,13,3,"(30.26642167, -97.74349167)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
21,2,44,1,92,1,False,Austin,CLR,,151.3736267,5036.0,8f209ae1-3b13-49ad-84c2-8189a14d6d09,1.63,30.26794167,-97.74272167,,12,1,"(30.26794167, -97.74272167)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,98,0.1,0,,78701
22,0,42,0,92,1,False,Austin,CLR,,150.58616640000002,5036.0,970c48f8-2682-413e-90d0-ccedadd98ba8,1.63,30.268019,-97.742815,,12,1,"(30.268019, -97.74281500000001)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,98,0.1,0,,78701
23,5,97,1,92,1,False,Austin,CLR,,147.63441469999995,5036.0,769d67d3-6462-4d5e-9413-132c7ba3f0d8,1.63,30.266295,-97.743385,a65bcf2e-5f35-42f9-a088-8fcf406e2df8,13,3,"(30.266295, -97.743385)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
24,6,100,1,92,1,False,Austin,CLR,,147.5797119,5036.0,6afdc356-10df-411e-9635-f21c37bf61d9,1.63,30.26626333,-97.74331667,a65bcf2e-5f35-42f9-a088-8fcf406e2df8,13,3,"(30.26626333, -97.74331667)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
25,5,93,1,92,1,False,Austin,CLR,,147.5791931,5036.0,5ab20b9b-2eec-41a9-b9d2-296bf28cd306,1.63,30.26628,-97.74342333,a65bcf2e-5f35-42f9-a088-8fcf406e2df8,13,3,"(30.26628, -97.74342333)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
26,0,85,0,92,1,False,Austin,CLR,,151.105896,5036.0,44bec4b0-736a-48fa-8478-2d44fef6d80c,1.63,30.26801833,-97.742675,,12,0,"(30.26801833, -97.742675)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,98,0.1,0,,78701
27,1,97,0,92,1,False,Austin,CLR,,151.2784576,5036.0,fc614a8d-c17b-4829-9bd4-d22b3f764d7f,1.63,30.26808031,-97.74324184,,12,1,"(30.26808031, -97.74324184)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,98,0.1,0,,78701
28,6,94,1,92,1,False,Austin,CLR,,150.16329960000004,5036.0,0ccf3813-4ab1-4014-9559-db2333634bb7,1.63,30.266985,-97.74414,02565b01-6a03-4eeb-b43c-2f35f3901e55,13,3,"(30.266985, -97.74414)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
29,5,96,1,92,1,False,Austin,CLR,,147.57754519999997,5036.0,bdb59566-1340-4fd0-83c8-8145ebbc3290,1.63,30.26626167,-97.74347,a65bcf2e-5f35-42f9-a088-8fcf406e2df8,13,3,"(30.26626167, -97.74347)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
30,0,91,0,92,1,False,Austin,CLR,,150.6022644,5036.0,577edb97-1fce-4387-ab4a-c742b65ea49c,1.63,30.26806667,-97.74272167,,12,1,"(30.26806667, -97.74272167)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,98,0.1,0,,78701
31,0,42,0,92,1,False,Austin,CLR,,150.35363769999995,5036.0,da5f1440-c54f-425b-9845-2b0969b3d3f6,1.63,30.26810667,-97.74289667,,12,1,"(30.26810667, -97.74289667)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,98,0.1,0,,78701
32,0,63,0,92,1,False,Austin,CLR,,150.6446228,5036.0,19c95d69-18dc-4d0a-8340-c379fba52980,1.63,30.26808,-97.74269833,,12,0,"(30.268079999999998, -97.74269833)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,98,0.1,0,,78701
33,3,93,0,93,1,False,Austin,CLR,,147.5095673,5036.0,1cca79f4-999e-4bad-9bb4-079188c05cef,1.63,30.26671333,-97.741875,d1a0e335-a9d8-4c3c-9ee3-60559a09fbf3,10,2,"(30.26671333, -97.741875)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
34,3,92,0,93,1,False,Austin,CLR,,147.55688480000003,5036.0,34618aa5-c12d-400b-a961-daa58a96e114,1.63,30.26669167,-97.74186667,d1a0e335-a9d8-4c3c-9ee3-60559a09fbf3,10,2,"(30.26669167, -97.74186667)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
35,5,90,0,93,1,False,Austin,CLR,,147.7756042,5036.0,19ff5205-9c0b-4f47-a4a6-5160cc6e8840,1.63,30.266785,-97.74182167,d1a0e335-a9d8-4c3c-9ee3-60559a09fbf3,10,1,"(30.266785, -97.74182167)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
36,3,91,0,93,1,False,Austin,CLR,,147.6399689,5036.0,f37a5054-9725-47ed-b368-cc297c3aabbf,1.63,30.26666833,-97.741875,d1a0e335-a9d8-4c3c-9ee3-60559a09fbf3,10,2,"(30.26666833, -97.741875)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
37,3,94,0,82,1,False,Austin,CLR,,151.7161865,5036.0,6312a686-f874-4a31-9bd8-02425a49ad07,1.63,30.267931,-97.742094,,11,1,"(30.267931, -97.742094)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
38,3,96,0,93,1,False,Austin,CLR,,147.5592346,5036.0,7583eb38-ac15-46a2-92aa-dec464166c61,1.63,30.26668,-97.74182167,d1a0e335-a9d8-4c3c-9ee3-60559a09fbf3,10,2,"(30.266679999999997, -97.74182167)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
39,2,74,0,93,1,False,Austin,CLR,,147.8768158,5036.0,8799a525-e8f1-47e5-ad2c-dece98372051,1.63,30.266405,-97.74199667,,11,2,"(30.266405, -97.74199667)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
40,4,93,0,93,1,False,Austin,CLR,,147.518631,5036.0,fb60454a-e06e-44a9-9147-a37217acbd22,1.63,30.26672,-97.74176833,d1a0e335-a9d8-4c3c-9ee3-60559a09fbf3,10,2,"(30.26672, -97.74176833)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
41,8,88,0,92,1,False,Austin,CLR,,150.15357969999997,5036.0,a0e22555-f688-4147-a8bf-8b85fd9fb47c,1.63,30.26713167,-97.74446833,,13,3,"(30.26713167, -97.74446833)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
42,2,52,0,92,1,False,Austin,CLR,,147.05043030000004,5036.0,f5e1d2a6-c5b5-4886-a775-b5ce147500cb,1.63,30.26594667,-97.74356833,,14,4,"(30.26594667, -97.74356833)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
43,11,60,0,93,1,False,Austin,CLR,,149.5826721,5036.0,ff14289a-31bc-4d6e-aabf-ed2ecfa77b1d,1.63,30.26724,-97.74157667,,10,2,"(30.26724, -97.74157667)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
44,11,54,0,93,1,False,Austin,CLR,,150.2394257,5036.0,284d2c97-dfe9-4e15-8c4a-51c0659cbb35,1.63,30.26730667,-97.741555,,10,2,"(30.26730667, -97.741555)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
45,7,63,0,93,1,False,Austin,CLR,,149.7983704,5036.0,9b041b63-318d-41b1-8825-74a21cfe496d,1.63,30.267735,-97.7417,,10,2,"(30.267735, -97.7417)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
46,11,51,0,93,1,False,Austin,CLR,,149.9158325,5036.0,bae01795-eadc-48b0-be80-23898e10fb48,1.63,30.26743667,-97.74154667,,10,2,"(30.26743667, -97.74154667)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
47,6,69,0,93,1,False,Austin,CLR,,147.74452209999995,5036.0,94481c70-f605-463c-bffd-db13b5c1bc45,1.63,30.2666,-97.74162333,,10,2,"(30.2666, -97.74162333)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
48,1,92,0,92,1,False,Austin,CLR,,146.9664764,5036.0,f45ebcb7-d9d1-4cbf-96e5-317292d485a5,1.63,30.26583333,-97.74346167,fa19ccf6-76c6-4f9e-9a65-60327ef85cdb,14,4,"(30.26583333, -97.74346167)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
49,1,90,0,92,1,False,Austin,CLR,,151.95043950000004,5036.0,485c7975-7b3a-4b16-bfde-30d7a28dea0e,1.63,30.26833333,-97.74384333,,12,2,"(30.26833333, -97.74384333)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
50,9,28,0,93,1,False,Austin,CLR,,149.3557587,5036.0,3070ff27-41ff-4817-87de-5d5ed12ea656,1.63,30.26763333,-97.74157,,10,2,"(30.26763333, -97.74157)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
51,5,72,0,92,1,False,Austin,CLR,,150.1683502,5036.0,682b3bd8-788f-44ae-9c99-d478cb3d6c15,1.63,30.267475,-97.74460667,,13,4,"(30.267475, -97.74460667)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
52,1,87,0,92,1,False,Austin,CLR,,146.92565919999996,5036.0,f138d8bd-bbdc-4539-94ce-41aa6625cdf9,1.63,30.26582833,-97.74353,,14,4,"(30.26582833, -97.74353)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
53,1,100,0,92,1,False,Austin,CLR,,146.8961182,5036.0,cb01be7f-f092-4e67-89f2-78455bdb7c98,1.63,30.265864,-97.743651,fa19ccf6-76c6-4f9e-9a65-60327ef85cdb,14,4,"(30.265864, -97.743651)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
54,2,76,0,89,1,False,Austin,CLR,,146.61425780000005,5036.0,cbf98e4e-14d1-4b91-8ba2-6e09b2587dcb,1.63,30.26596667,-97.74221,,13,2,"(30.26596667, -97.74221)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
55,1,74,0,92,1,False,Austin,CLR,,146.8963776,5036.0,bcb8b14c-d42b-46d3-932d-7b8ab3e8311a,1.63,30.26583333,-97.74359167,,14,4,"(30.26583333, -97.74359167)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
56,2,78,0,89,1,False,Austin,CLR,,146.57347109999995,5036.0,83b190b2-5358-42aa-956b-c4641c686757,1.63,30.26601,-97.74208833,,13,2,"(30.266009999999998, -97.74208833)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
57,2,96,0,89,1,False,Austin,CLR,,146.52380369999997,5036.0,4efb8a36-9d3d-4624-b516-6d093950f21b,1.63,30.26593,-97.74220333,206c48e0-6d7a-46dd-ac87-3b8c38187f4c,13,2,"(30.265929999999997, -97.74220333)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
58,2,97,0,89,1,False,Austin,CLR,,146.5959778,5036.0,2f5980d9-0160-4efe-a497-eea657d6cbd8,1.63,30.26593167,-97.74215,206c48e0-6d7a-46dd-ac87-3b8c38187f4c,13,2,"(30.26593167, -97.74215)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
59,1,94,0,92,1,False,Austin,CLR,,146.8164978,5036.0,6716e9c1-8545-4e7e-b03a-4d88b1254e01,1.63,30.26578,-97.74362167,fa19ccf6-76c6-4f9e-9a65-60327ef85cdb,14,4,"(30.26578, -97.74362167)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
60,1,94,0,92,1,False,Austin,CLR,,146.81900019999995,5036.0,ffcde383-0f3c-4d3e-86c1-e78938169f66,1.63,30.26576667,-97.74359167,fa19ccf6-76c6-4f9e-9a65-60327ef85cdb,14,4,"(30.26576667, -97.74359167)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
61,2,94,0,89,1,False,Austin,CLR,,146.5654907,5036.0,38224ee1-7c2f-4b4e-a117-fbd8e1ea2a19,1.63,30.26595,-97.74207333,206c48e0-6d7a-46dd-ac87-3b8c38187f4c,13,2,"(30.26595, -97.74207333)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
62,1,94,0,92,1,False,Austin,CLR,,146.709198,5036.0,8dc2a1c3-9419-456c-9fcd-349706387387,1.63,30.26576,-97.74376667,fa19ccf6-76c6-4f9e-9a65-60327ef85cdb,14,4,"(30.265759999999997, -97.74376667)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,96,0.1,0,,78701
63,1,100,0,92,1,False,Austin,CLR,,146.6605835,5036.0,51f8a3c3-96bc-45d3-bd32-b7e36064dcae,1.63,30.265792,-97.743957,fa19ccf6-76c6-4f9e-9a65-60327ef85cdb,15,3,"(30.265791999999998, -97.743957)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,96,0.1,0,,78701
64,1,96,0,92,1,False,Austin,CLR,,146.66291809999996,5036.0,c21ce4d0-b62d-4bb7-ae8f-e094ae4dbf79,1.63,30.265675,-97.74366833,fa19ccf6-76c6-4f9e-9a65-60327ef85cdb,14,4,"(30.265675, -97.74366833)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
65,1,75,0,92,1,False,Austin,CLR,,146.6048889,5036.0,52a1f70f-c41a-47e7-8978-0352b6ee4582,1.63,30.265665,-97.74374333,,14,4,"(30.265665000000002, -97.74374333)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
66,7,49,0,93,1,False,Austin,CLR,,147.8656769,5036.0,a81d7521-c259-41ef-970d-7996dc4d998b,1.63,30.26662333,-97.741295,,10,1,"(30.26662333, -97.741295)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
67,2,48,0,89,1,False,Austin,CLR,,146.9387665,5036.0,8905300e-c00f-4c09-94ec-6d2625feb5c8,1.63,30.26611667,-97.74162333,,11,2,"(30.26611667, -97.74162333)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
68,4,60,0,92,1,False,Austin,CLR,,148.0917969,5036.0,4141686b-4d5c-4439-a4a5-46e1bee815bb,1.63,30.266340000000003,-97.74468167,,14,3,"(30.266340000000003, -97.74468167)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
69,1,100,0,92,1,False,Austin,CLR,,146.6001892,5036.0,062abd10-12d2-48d9-970e-fd1bb76b0551,1.63,30.265776,-97.744117,fa19ccf6-76c6-4f9e-9a65-60327ef85cdb,15,3,"(30.265776000000002, -97.744117)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,96,0.1,0,,78701
70,1,81,0,92,1,False,Austin,CLR,,146.4482574,5036.0,648c1f1f-cbb7-422b-a1dc-9c5585362d5e,1.63,30.26558167,-97.74382,,14,4,"(30.26558167, -97.74382)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,96,0.1,0,,78701
71,12,43,0,93,1,False,Austin,CLR,,148.5267944,5036.0,ef80c233-51fe-46f5-9ae5-c8536025c50c,1.63,30.26686333,-97.74106667,,9,1,"(30.26686333, -97.74106667)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
72,7,100,0,93,1,False,Austin,CLR,,148.0593109,5036.0,7782a25b-2912-47b0-a29c-5c59b841c1c3,1.63,30.266643,-97.741107,11790b36-cdd5-4dd0-a2b7-56cb76bcffed,9,1,"(30.266643, -97.741107)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
73,11,63,0,93,1,False,Austin,CLR,,149.2468719,5036.0,68921bda-858d-4632-a3a7-6c04f611c090,1.63,30.26753900000001,-97.741069,,9,3,"(30.26753900000001, -97.741069)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
74,1,97,0,92,1,False,Austin,CLR,,146.3906708,5036.0,fdee715d-ee5a-4650-a263-acb0d186122d,1.63,30.265657,-97.744247,fa19ccf6-76c6-4f9e-9a65-60327ef85cdb,15,3,"(30.265657, -97.744247)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,96,0.1,0,,78701
75,13,93,0,93,1,False,Austin,CLR,,149.2117767,5036.0,6f625a8e-1240-4c90-8b17-8fbdc3501586,1.63,30.2674,-97.74095167,,9,3,"(30.2674, -97.74095167)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
76,7,92,0,82,1,False,Austin,CLR,,151.0337372,5036.0,1590d66f-b042-4ac0-80e0-b82be3e32e35,1.63,30.26828,-97.74136333,,10,1,"(30.268279999999997, -97.74136333)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
77,9,100,0,93,1,False,Austin,CLR,,148.32231140000005,5036.0,8218047f-7e4f-4690-b134-4637dd45bd04,1.63,30.266665000000003,-97.740982,,9,1,"(30.266665000000003, -97.74098199999999)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
78,1,83,0,92,1,False,Austin,CLR,,146.0809784,5036.0,c32a653c-1a22-45bc-b09e-2d41aba87530,1.63,30.265304,-97.743731,,15,3,"(30.265303999999997, -97.74373100000001)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
79,14,55,0,93,1,False,Austin,CLR,,148.8157654,5036.0,34d5016d-dd18-46ac-b04c-236694dd7a33,1.63,30.26740667,-97.74083667,,9,3,"(30.26740667, -97.74083667)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
80,14,91,0,93,1,False,Austin,CLR,,148.35192869999997,5036.0,6cbe116e-9b0c-4680-a1f0-283375e75ef2,1.63,30.26749167,-97.740845,,9,3,"(30.26749167, -97.740845)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
81,3,48,2,92,1,False,Austin,CLR,,147.1983643,5036.0,806574e1-dd5a-43b0-888f-a2106fb0b1e1,1.63,30.26604302,-97.74494127,,15,3,"(30.26604302, -97.74494127)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,96,0.1,0,,78701
82,1,54,0,82,1,False,Austin,CLR,,152.3686523,5036.0,a62f0717-2a9e-4c0b-9974-bb7c9359f8b1,1.63,30.26898,-97.74221,,11,0,"(30.26898, -97.74221)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
83,7,100,0,93,1,False,Austin,CLR,,148.3095551,5036.0,b4621b5c-3aa5-4883-a612-b965fdce64ac,1.63,30.266524,-97.740892,,10,1,"(30.266524, -97.740892)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
84,1,43,0,92,1,False,Austin,CLR,,145.9000549,5036.0,90fde007-7f95-4ad5-9886-68b1aeab08f7,1.63,30.26528,-97.74394167,,16,2,"(30.265279999999997, -97.74394167)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,96,0.1,0,,78701
85,1,100,0,89,1,False,Austin,CLR,,147.83644099999995,5036.0,cea00c16-3145-4c42-9c41-c27fa2011582,1.63,30.266163,-97.74102,11790b36-cdd5-4dd0-a2b7-56cb76bcffed,10,1,"(30.266163, -97.74101999999999)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
86,1,60,0,92,1,False,Austin,CLR,,146.0469666,5036.0,407f9a70-f2b2-46ac-b808-6d32072f73c3,1.63,30.265135,-97.74341,,15,3,"(30.265134999999997, -97.74341)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
87,1,79,0,92,1,False,Austin,CLR,,145.9004822,5036.0,5fd6c724-9963-49d1-9fa9-da37ab29743b,1.63,30.265166,-97.743648,,15,3,"(30.265165999999997, -97.743648)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
88,2,58,0,92,1,False,Austin,CLR,,154.0954895,5036.0,6d2a882c-43fe-4886-9b2c-dc7b928b8494,1.63,30.26838167,-97.74495667,,13,3,"(30.26838167, -97.74495667)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
89,0,36,0,92,1,False,Austin,CLR,,153.3648376,5036.0,d0c98cde-00ee-4d13-b2de-e34f17df4fcf,1.63,30.26918,-97.74247667,,11,0,"(30.26918, -97.74247667)",4193.0,6841.0,,1.0,TX,2,21,58:52.1,8,98,0.1,0,,78701
90,1,79,0,92,1,False,Austin,CLR,,145.78182980000003,5036.0,885600a3-ea0e-4857-83b8-8407a01d9130,1.63,30.26513167,-97.74372167,,15,3,"(30.26513167, -97.74372167)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
91,1,51,0,92,1,False,Austin,CLR,,154.9299011,5036.0,7cc0dab1-949b-4a3e-a965-d751e1fd5b18,1.63,30.26851,-97.74491167,,13,3,"(30.26851, -97.74491167)",4193.0,6841.0,,1.0,TX,3,21,58:52.1,8,97,0.1,0,,78701
92,2,62,0,89,1,False,Austin,CLR,,146.7863617,5036.0,be39f210-e4c4-40c6-b1f3-c6dc5f892b1e,1.63,30.265942,-97.741063,,11,1,"(30.265942, -97.741063)",4193.0,6841.0,,1.0,TX,1,21,58:52.1,8,99,0.1,0,,78701
